district_id,division_id,participated,participated_men,participated_women,total_registered_voters,total_registered_voters_men,total_registered_voters_women
10,00.10.75,1865,836,1029,3287,1463,1824
10,00.10.76,407,361,46,0,,
10,00.10.77,132,125,7,0,,
11,00.11.01,1165,628,537,1830,855,975
11,00.11.02,431,213,218,685,325,360
11,00.11.03,1406,690,716,2186,1010,1176
11,00.11.04,1117,579,538,1727,828,899
11,00.11.05,837,411,426,1396,665,731
11,00.11.06,1004,467,537,1844,831,1013
11,00.11.07,512,274,238,873,441,432
11,00.11.08,233,121,112,340,176,164
11,00.11.09,382,193,189,501,229,272
11,00.11.10,731,375,356,1223,597,626
11,00.11.11,1328,708,620,2247,1112,1135
11,00.11.12,394,219,175,608,296,312
11,00.11.13,992,499,493,1545,756,789
11,00.11.14,1532,814,718,2012,1008,1004
11,00.11.15,77,34,43,97,45,52
11,00.11.16,567,289,278,807,383,424
11,00.11.17,1361,761,600,2275,1166,1109
11,00.11.18,549,295,254,758,384,374
11,00.11.19,562,321,241,698,367,331
11,00.11.20,775,420,355,1201,589,612
11,00.11.21,759,412,347,1233,637,596
11,00.11.22,272,146,126,329,177,152
11,00.11.23,608,358,250,881,461,420
11,00.11.24,904,429,475,1166,562,604
11,00.11.25,352,190,162,473,240,233
11,00.11.26,295,161,134,377,192,185
11,00.11.27,456,184,272,651,323,328
11,00.11.28,340,191,149,1195,616,579
11,00.11.29,369,239,130,1167,600,567
11,00.11.30,487,288,199,1109,561,548
11,00.11.31,467,290,177,1184,612,572
11,00.11.32,561,340,221,1252,648,604
11,00.11.33,365,230,135,930,483,447
11,00.11.34,464,308,156,1450,754,696
11,00.11.35,494,332,162,1445,758,687
11,00.11.36,420,276,144,1421,735,686
11,00.11.37,347,200,147,1118,562,556
11,00.11.38,484,233,251,1603,818,785
11,00.11.39,499,267,232,1559,796,763
11,00.11.40,426,255,171,1075,564,511
12,00.12.01,781,349,432,1176,521,655
12,00.12.02,1347,631,716,2127,978,1149
12,00.12.03,1229,609,620,1959,896,1063
12,00.12.04,822,393,429,1360,604,756
12,00.12.05,591,271,320,959,443,516
12,00.12.06,1059,573,486,1532,748,784
12,00.12.07,1219,693,526,1909,960,949
12,00.12.08,1280,657,623,2106,1064,1042
12,00.12.09,722,378,344,1366,664,702
12,00.12.10,811,430,381,1359,673,686
12,00.12.11,634,337,297,848,408,440
12,00.12.12,250,116,134,359,176,183
12,00.12.13,56,30,26,79,42,37
12,00.12.14,906,423,483,1376,656,720
12,00.12.15,781,404,377,1292,649,643
12,00.12.16,838,404,434,1349,656,693
12,00.12.17,796,415,381,1220,593,627
12,00.12.18,657,314,343,1025,492,533
12,00.12.19,582,313,269,764,388,376
12,00.12.20,844,458,386,1315,672,643
12,00.12.21,709,374,335,1113,537,576
12,00.12.22,132,65,67,240,111,129
12,00.12.23,1413,683,730,2210,1049,1161
12,00.12.24,705,366,339,1043,508,535
12,00.12.25,1081,589,492,1525,759,766
12,00.12.26,657,374,283,939,498,441
12,00.12.27,874,445,429,1363,673,690
12,00.12.28,862,450,412,1393,677,716
12,00.12.29,670,346,324,969,488,481
12,00.12.30,919,459,460,1308,614,694
12,00.12.31,663,350,313,987,488,499
12,00.12.32,740,387,353,1186,580,606
12,00.12.33,745,423,322,1286,644,642
12,00.12.34,641,358,283,1048,527,521
12,00.12.35,513,274,239,742,367,375
12,00.12.36,738,403,335,1031,514,517
12,00.12.37,762,411,351,1111,522,589
12,00.12.38,575,307,268,734,356,378
12,00.12.39,445,244,201,625,305,320
12,00.12.40,722,397,325,1106,546,560
12,00.12.41,335,179,156,437,216,221
12,00.12.42,887,466,421,1137,584,553
12,00.12.43,352,195,157,454,239,215
12,00.12.44,298,147,151,383,193,190
13,00.13.01,1068,496,572,1594,733,861
13,00.13.02,1063,559,504,1797,896,901
13,00.13.03,1176,598,578,1800,904,896
13,00.13.04,566,285,281,983,501,482
13,00.13.05,1217,581,636,2002,953,1049
13,00.13.06,1031,465,566,1877,884,993
13,00.13.07,771,365,406,1199,567,632
13,00.13.08,799,401,398,1234,604,630
13,00.13.09,779,428,351,1236,611,625
13,00.13.10,825,401,424,1275,624,651
13,00.13.11,1338,677,661,1933,958,975
13,00.13.12,161,104,57,240,125,115
13,00.13.13,1092,544,548,1631,779,852
13,00.13.14,433,234,199,684,334,350
13,00.13.15,215,105,110,299,142,157
13,00.13.16,170,85,85,190,83,107
13,00.13.17,560,193,367,780,400,380
13,00.13.18,399,211,188,569,262,307
13,00.13.19,1053,504,549,1417,667,750
13,00.13.20,451,228,223,610,285,325
13,00.13.21,360,165,195,488,212,276
13,00.13.22,174,91,83,238,110,128
13,00.13.23,980,526,454,1388,705,683
13,00.13.24,324,152,172,496,233,263
13,00.13.25,1236,665,571,1989,1033,956
14,00.14.01,784,344,440,1269,553,716
14,00.14.02,1290,604,686,2113,964,1149
14,00.14.03,817,402,415,1228,563,665
14,00.14.04,751,389,362,1192,561,631
14,00.14.05,588,314,274,846,425,421
14,00.14.06,611,319,292,894,437,457
14,00.14.07,334,185,149,430,191,239
14,00.14.08,699,342,357,1046,510,536
14,00.14.09,574,294,280,815,394,421
14,00.14.10,565,269,296,1013,485,528
14,00.14.11,1079,517,562,1857,861,996
14,00.14.12,1133,560,573,1685,811,874
14,00.14.13,525,279,246,966,489,477
14,00.14.14,434,239,195,807,379,428
14,00.14.15,562,356,206,977,486,491
14,00.14.16,305,177,128,532,277,255
14,00.14.17,453,272,181,769,406,363
14,00.14.18,620,365,255,1086,559,527
14,00.14.19,337,194,143,483,248,235
14,00.14.20,250,136,114,344,173,171
15,00.15.01,811,386,425,1401,649,752
15,00.15.02,792,364,428,1289,560,729
15,00.15.03,505,279,226,699,342,357
15,00.15.04,1057,573,484,1747,849,898
15,00.15.05,1088,617,471,1882,960,922
15,00.15.06,1150,652,498,1747,870,877
15,00.15.07,491,257,234,726,360,366
15,00.15.08,856,438,418,1222,591,631
15,00.15.09,444,248,196,819,407,412
15,00.15.10,334,176,158,514,259,255
15,00.15.11,660,396,264,1015,547,468
15,00.15.12,1502,829,673,2616,1344,1272
15,00.15.13,890,484,406,1414,725,689
15,00.15.14,435,230,205,679,341,338
15,00.15.15,509,358,151,1678,839,839
15,00.15.16,998,662,336,2468,1279,1189
15,00.15.17,673,387,286,1927,953,974
15,00.15.18,678,413,265,2182,1067,1115
15,00.15.19,582,348,234,1414,694,720
15,00.15.20,170,95,75,316,163,153
15,00.15.21,563,292,271,804,388,416
15,00.15.22,981,538,443,1575,815,760
15,00.15.23,885,500,385,1318,656,662
15,00.15.24,350,175,175,473,221,252
15,00.15.25,500,280,220,745,399,346
15,00.15.26,468,261,207,717,354,363
15,00.15.27,560,304,256,841,441,400
15,00.15.28,664,311,353,893,472,421
15,00.15.29,259,131,128,395,195,200
15,00.15.30,786,387,399,1291,596,695
15,00.15.31,915,427,488,1542,694,848
16,00.16.01,825,412,413,1267,612,655
16,00.16.02,852,463,389,1280,621,659
16,00.16.03,744,380,364,1139,547,592
16,00.16.04,849,403,446,1260,590,670
16,00.16.05,744,368,376,1186,556,630
16,00.16.06,782,386,396,1331,605,726
16,00.16.07,453,238,215,675,336,339
16,00.16.08,453,254,199,640,309,331
16,00.16.09,882,451,431,1420,704,716
16,00.16.10,848,440,408,1428,701,727
16,00.16.11,698,369,329,1188,596,592
16,00.16.12,249,140,109,270,123,147
16,00.16.13,192,56,136,317,103,214
16,00.16.14,184,100,84,283,149,134
16,00.16.15,1084,592,492,1760,890,870
16,00.16.16,306,128,178,418,186,232
16,00.16.17,177,78,99,357,169,188
16,00.16.18,301,154,147,436,216,220
16,00.16.19,452,250,202,772,387,385
16,00.16.20,984,556,428,1479,759,720
16,00.16.21,720,371,349,1019,511,508
16,00.16.22,812,411,401,1342,643,699
16,00.16.23,729,413,316,1136,574,562
16,00.16.24,753,394,359,1148,593,555
16,00.16.25,837,446,391,1249,623,626
16,00.16.26,662,352,310,1067,537,530
16,00.16.27,280,163,117,449,231,218
16,00.16.28,497,280,217,740,382,358
16,00.16.29,229,124,105,281,153,128
17,00.17.01,953,451,502,1429,638,791
17,00.17.02,799,349,450,1240,533,707
17,00.17.03,624,280,344,901,399,502
17,00.17.04,831,398,433,1347,625,722
17,00.17.05,1015,440,575,1636,701,935
17,00.17.06,1354,592,762,2316,1001,1315
17,00.17.07,1198,551,647,1952,873,1079
17,00.17.08,910,409,501,1472,605,867
17,00.17.09,1298,523,775,2291,915,1376
17,00.17.10,863,408,455,1473,665,808
17,00.17.11,678,274,404,1096,452,644
17,00.17.12,945,432,513,1520,698,822
17,00.17.13,982,520,462,1610,814,796
17,00.17.14,563,283,280,833,405,428
17,00.17.15,632,322,310,923,448,475
17,00.17.16,691,359,332,1121,547,574
17,00.17.17,633,341,292,964,474,490
17,00.17.18,889,463,426,1407,664,743
17,00.17.19,1102,603,499,1850,939,911
17,00.17.20,1106,558,548,1699,821,878
17,00.17.21,297,149,148,455,218,237
17,00.17.22,1214,630,584,1870,876,994
17,00.17.23,1232,614,618,1959,941,1018
17,00.17.24,840,437,403,1332,635,697
17,00.17.25,184,97,87,306,145,161
17,00.17.26,672,341,331,941,470,471
17,00.17.27,783,412,371,1181,590,591
17,00.17.28,783,394,389,1176,575,601
17,00.17.29,636,410,226,1544,768,776
17,00.17.30,556,322,234,1621,770,851
17,00.17.31,559,361,198,1746,808,938
17,00.17.32,666,376,290,1691,823,868
17,00.17.33,1380,540,840,2276,1121,1155
17,00.17.34,1182,470,712,1828,914,914
17,00.17.35,509,277,232,813,409,404
17,00.17.36,593,299,294,1012,478,534
17,00.17.37,351,187,164,628,310,318
17,00.17.38,474,257,217,668,324,344
17,00.17.39,482,248,234,784,408,376
17,00.17.40,70,33,37,89,36,53
17,00.17.41,865,439,426,1466,735,731
17,00.17.42,69,43,26,106,55,51
17,00.17.43,311,136,175,478,231,247
18,00.18.01,941,481,460,1433,665,768
18,00.18.02,798,395,403,1448,653,795
18,00.18.03,1293,697,596,2331,1097,1234
18,00.18.04,949,418,531,2363,1105,1258
18,00.18.05,1158,511,647,2230,1076,1154
18,00.18.06,575,264,311,1143,530,613
18,00.18.07,230,92,138,467,204,263
18,00.18.08,774,422,352,1291,631,660
18,00.18.09,132,52,80,290,145,145
18,00.18.10,819,449,370,1403,727,676
18,00.18.11,674,360,314,1212,594,618
18,00.18.12,484,266,218,803,402,401
18,00.18.13,183,113,70,288,186,102
18,00.18.14,667,375,292,1011,513,498
18,00.18.15,259,142,117,363,196,167
18,00.18.16,595,306,289,1081,522,559
18,00.18.17,1324,667,657,2470,1169,1301
18,00.18.18,1081,596,485,1988,956,1032
18,00.18.19,286,143,143,488,242,246
18,00.18.20,183,95,88,278,158,120
18,00.18.21,593,245,348,1370,655,715
18,00.18.22,344,158,186,848,395,453
18,00.18.23,795,378,417,1446,675,771
18,00.18.24,847,465,382,1441,727,714
19,00.19.01,629,335,294,1135,533,602
19,00.19.02,665,360,305,1135,540,595
19,00.19.03,303,152,151,428,200,228
19,00.19.04,157,86,71,248,124,124
19,00.19.05,152,87,65,273,141,132
19,00.19.06,127,77,50,181,87,94
19,00.19.07,79,52,27,107,64,43
19,00.19.08,345,210,135,549,265,284
19,00.19.09,316,174,142,622,323,299
19,00.19.10,132,84,48,220,119,101
19,00.19.11,463,270,193,777,422,355
19,00.19.12,517,295,222,881,441,440
19,00.19.13,233,134,99,293,144,149
19,00.19.14,206,112,94,326,185,141
19,00.19.15,248,159,89,373,194,179
19,00.19.16,322,159,163,559,267,292
19,00.19.17,513,273,240,749,386,363
19,00.19.18,137,72,65,236,119,117
19,00.19.19,494,261,233,775,390,385
19,00.19.20,529,274,255,930,418,512
20,00.20.01,1262,560,702,1983,902,1081
20,00.20.02,728,333,395,1387,691,696
20,00.20.03,970,454,516,1612,717,895
20,00.20.04,1334,588,746,2132,953,1179
20,00.20.05,931,403,528,1414,617,797
20,00.20.06,916,409,507,1419,644,775
20,00.20.07,905,409,496,1436,663,773
20,00.20.08,786,445,341,1360,601,759
20,00.20.09,773,333,440,1203,514,689
20,00.20.10,1645,694,951,3165,1381,1784
20,00.20.11,1505,652,853,2613,1128,1485
20,00.20.12,900,379,521,1700,750,950
20,00.20.13,954,471,483,1705,812,893
20,00.20.14,946,448,498,1665,772,893
20,00.20.15,633,290,343,1054,473,581
20,00.20.16,1268,564,704,2092,943,1149
20,00.20.17,1178,528,650,2034,945,1089
20,00.20.18,764,332,432,1249,536,713
20,00.20.19,787,338,449,1297,566,731
20,00.20.20,743,336,407,1343,604,739
20,00.20.21,915,402,513,1532,696,836
20,00.20.22,771,328,443,1293,561,732
20,00.20.23,1255,538,717,2214,972,1242
20,00.20.24,1332,563,769,2243,900,1343
20,00.20.25,1338,596,742,2572,1137,1435
20,00.20.26,652,289,363,1159,496,663
20,00.20.27,850,394,456,1401,617,784
20,00.20.28,651,297,354,1123,504,619
20,00.20.29,1663,748,915,2961,1357,1604
20,00.20.30,1532,685,847,2805,1273,1532
20,00.20.31,1341,597,744,2430,1098,1332
20,00.20.32,692,326,366,1225,568,657
20,00.20.33,883,440,443,1659,755,904
20,00.20.34,1324,587,737,2483,1110,1373
20,00.20.35,1246,570,676,2177,992,1185
20,00.20.36,1520,667,853,2639,1225,1414
20,00.20.37,1359,600,759,2426,1096,1330
20,00.20.38,1562,752,810,2746,1284,1462
20,00.20.39,766,345,421,1306,604,702
20,00.20.40,1340,606,734,2272,1059,1213
20,00.20.41,623,292,331,949,440,509
20,00.20.42,812,350,462,1444,629,815
20,00.20.43,805,388,417,1307,585,722
20,00.20.44,778,355,423,1301,589,712
20,00.20.45,870,389,481,1597,690,907
20,00.20.46,1325,579,746,2237,970,1267
20,00.20.47,1298,549,749,2281,991,1290
20,00.20.48,1479,670,809,2511,1132,1379
20,00.20.49,1495,682,813,2611,1163,1448
20,00.20.50,1320,617,703,2541,1149,1392
20,00.20.51,1352,614,738,2130,947,1183
20,00.20.52,1487,685,802,2449,1101,1348
20,00.20.53,729,320,409,1303,585,718
20,00.20.54,754,333,421,1270,581,689
20,00.20.55,774,333,441,1295,562,733
20,00.20.56,1260,561,699,2149,967,1182
20,00.20.57,1371,607,764,2406,1060,1346
20,00.20.58,215,190,25,0,,
20,00.20.59,132,112,20,0,,
20,00.20.60,95,81,14,0,,
20,00.20.61,244,81,163,0,,
21,00.21.01,878,496,382,2730,1332,1398
21,00.21.02,786,404,382,2290,1108,1182
21,00.21.03,807,360,447,2314,988,1326
21,00.21.04,965,499,466,2767,1286,1481
21,00.21.05,971,501,470,2348,1115,1233
21,00.21.06,456,261,195,2144,972,1172
21,00.21.07,337,185,152,1503,687,816
21,00.21.08,778,425,353,1346,648,698
21,00.21.09,866,481,385,1234,632,602
21,00.21.10,302,147,155,447,214,233
21,00.21.11,151,73,78,199,93,106
21,00.21.12,78,37,41,180,85,95
21,00.21.13,645,348,297,1113,538,575
21,00.21.14,741,379,362,1240,618,622
21,00.21.15,965,483,482,1571,742,829
21,00.21.16,1007,592,415,2281,1133,1148
21,00.21.17,1015,576,439,1486,749,737
21,00.21.18,480,249,231,560,274,286
21,00.21.19,397,227,170,1284,595,689
21,00.21.20,692,374,318,2781,1269,1512
21,00.21.21,525,251,274,903,410,493
21,00.21.22,717,261,456,1296,607,689
21,00.21.23,164,87,77,309,153,156
21,00.21.24,826,423,403,1481,705,776
21,00.21.25,759,387,372,1116,560,556
21,00.21.26,614,347,267,905,437,468
21,00.21.27,950,544,406,1456,748,708
21,00.21.28,428,225,203,711,350,361
21,00.21.29,798,446,352,1287,646,641
21,00.21.30,122,68,54,190,99,91
21,00.21.31,492,248,244,889,420,469
21,00.21.32,629,369,260,2168,990,1178
21,00.21.33,655,427,228,1458,779,679
21,00.21.34,888,479,409,1364,695,669
21,00.21.35,811,409,402,1356,679,677
21,00.21.36,63,29,34,79,44,35
21,00.21.37,746,414,332,1163,599,564
21,00.21.38,766,403,363,1209,601,608
21,00.21.39,1004,535,469,1547,778,769
21,00.21.40,559,284,275,1033,518,515
21,00.21.41,550,277,273,1701,829,872
21,00.21.42,532,297,235,1802,869,933
21,00.21.43,503,349,154,2260,1057,1203
21,00.21.44,759,517,242,2649,1325,1324
21,00.21.45,670,383,287,2128,1078,1050
21,00.21.46,925,500,425,1520,751,769
21,00.21.47,813,448,365,1776,870,906
21,00.21.48,515,311,204,1059,537,522
21,00.21.49,403,244,159,924,445,479
21,00.21.50,430,231,199,981,470,511
21,00.21.51,479,252,227,1084,513,571
21,00.21.52,597,238,359,1297,523,774
21,00.21.53,568,356,212,1351,720,631
22,00.22.01,934,521,413,2721,1302,1419
22,00.22.02,831,445,386,2476,1153,1323
22,00.22.03,1108,637,471,2854,1333,1521
22,00.22.04,888,475,413,2619,1172,1447
22,00.22.05,559,317,242,1374,658,716
22,00.22.06,502,338,164,1768,884,884
22,00.22.07,1169,698,471,2827,1414,1413
22,00.22.08,999,580,419,1451,717,734
22,00.22.09,331,206,125,785,372,413
22,00.22.10,836,578,258,2099,1029,1070
22,00.22.11,156,67,89,314,153,161
22,00.22.12,1163,778,385,2958,1499,1459
22,00.22.13,644,406,238,1808,942,866
22,00.22.14,908,522,386,2445,1190,1255
22,00.22.15,442,310,132,1458,738,720
22,00.22.16,550,361,189,1545,792,753
22,00.22.17,451,279,172,1243,596,647
22,00.22.18,920,537,383,1700,845,855
22,00.22.19,357,236,121,729,370,359
22,00.22.20,143,83,60,248,135,113
22,00.22.21,806,449,357,1223,599,624
22,00.22.22,690,367,323,1166,587,579
22,00.22.23,398,287,111,1249,630,619
22,00.22.24,400,255,145,777,406,371
22,00.22.25,444,299,145,1154,584,570
22,00.22.26,838,437,401,1517,739,778
22,00.22.27,767,431,336,1114,594,520
22,00.22.28,641,379,262,1298,655,643
22,00.22.29,969,641,328,1597,802,795
22,00.22.30,687,440,247,1407,711,696
22,00.22.31,1089,689,400,1617,805,812
22,00.22.32,626,422,204,1055,524,531
22,00.22.33,382,215,167,543,270,273
22,00.22.34,468,274,194,1069,511,558
22,00.22.35,366,204,162,1212,542,670
22,00.22.36,351,204,147,1283,621,662
22,00.22.37,606,417,189,1575,832,743
22,00.22.38,530,337,193,1271,656,615
22,00.22.39,424,273,151,982,516,466
22,00.22.40,609,357,252,1403,687,716
22,00.22.41,510,291,219,1590,771,819
22,00.22.42,631,436,195,1216,571,645
22,00.22.43,443,267,176,1245,601,644
22,00.22.44,688,368,320,1522,758,764
22,00.22.45,184,105,79,346,175,171
22,00.22.46,375,202,173,1024,531,493
22,00.22.47,423,235,188,1011,482,529
22,00.22.48,556,358,198,1511,766,745
22,00.22.49,555,359,196,1606,813,793
22,00.22.50,469,332,137,1488,722,766
22,00.22.51,382,236,146,957,477,480
22,00.22.52,440,277,163,1218,610,608
22,00.22.53,502,332,170,1077,524,553
22,00.22.54,400,245,155,872,445,427
22,00.22.55,573,320,253,1439,716,723
22,00.22.56,436,318,118,1348,678,670
22,00.22.57,423,276,147,972,492,480
22,00.22.58,481,277,204,1435,713,722
22,00.22.59,604,376,228,1258,640,618
22,00.22.60,338,145,193,437,209,228
22,00.22.61,510,238,272,619,292,327
22,00.22.62,247,135,112,486,239,247
22,00.22.63,128,80,48,152,85,67
22,00.22.64,415,209,206,607,308,299
22,00.22.65,255,127,128,512,262,250
22,00.22.66,600,452,148,1244,649,595
22,00.22.67,398,250,148,1094,544,550
22,00.22.68,178,98,80,189,94,95
22,00.22.69,0,0,0,1643,865,778
22,00.22.70,753,417,336,862,454,408
22,00.22.71,838,445,393,1145,582,563
22,00.22.72,328,226,102,893,456,437
22,00.22.73,445,275,170,1155,549,606
22,00.22.74,669,360,309,1383,683,700
22,00.22.75,397,264,133,995,487,508
22,00.22.76,338,194,144,803,352,451
22,00.22.77,294,153,141,497,226,271
22,00.22.78,121,72,49,166,83,83
22,00.22.79,523,341,182,1397,697,700
22,00.22.80,425,250,175,1041,538,503
22,00.22.81,601,348,253,1183,604,579
23,00.23.01,1222,631,591,2020,958,1062
23,00.23.02,1507,748,759,2517,1174,1343
23,00.23.03,1641,824,817,2658,1269,1389
23,00.23.04,760,391,369,1240,590,650
23,00.23.05,231,123,108,314,164,150
23,00.23.06,398,194,204,570,276,294
23,00.23.07,108,62,46,177,96,81
23,00.23.08,507,296,211,1142,596,546
23,00.23.09,380,224,156,652,344,308
23,00.23.10,1139,585,554,2721,1369,1352
23,00.23.11,558,335,223,1229,628,601
23,00.23.12,818,536,282,1935,1009,926
23,00.23.13,230,105,125,597,275,322
23,00.23.14,426,247,179,861,432,429
23,00.23.15,186,110,76,489,257,232
23,00.23.16,206,113,93,308,162,146
23,00.23.17,517,302,215,1224,619,605
23,00.23.18,212,113,99,503,250,253
23,00.23.19,631,343,288,1429,698,731
23,00.23.20,410,234,176,775,385,390
23,00.23.21,327,170,157,629,306,323
23,00.23.22,678,330,348,1865,964,901
23,00.23.23,1038,608,430,2705,1291,1414
23,00.23.24,1091,653,438,2708,1302,1406
23,00.23.25,197,101,96,475,238,237
23,00.23.26,803,486,317,3036,1472,1564
23,00.23.27,600,361,239,2323,1130,1193
23,00.23.28,616,357,259,1342,656,686
23,00.23.29,142,86,56,439,229,210
23,00.23.30,181,102,79,325,160,165
23,00.23.31,124,73,51,257,131,126
23,00.23.32,865,510,355,1245,656,589
23,00.23.33,374,219,155,855,434,421
23,00.23.34,556,345,211,1099,580,519
23,00.23.35,268,153,115,348,189,159
23,00.23.36,224,123,101,630,324,306
23,00.23.37,174,92,82,271,132,139
23,00.23.38,868,438,430,1416,661,755
23,00.23.39,923,471,452,1431,683,748
23,00.23.40,847,416,431,1413,669,744
23,00.23.41,682,362,320,906,449,457
23,00.23.42,577,329,248,1370,710,660
23,00.23.43,187,113,74,686,346,340
23,00.23.44,273,162,111,446,225,221
23,00.23.45,118,56,62,223,112,111
23,00.23.46,77,38,39,133,70,63
23,00.23.47,161,94,67,517,261,256
23,00.23.48,275,161,114,584,293,291
23,00.23.49,84,47,37,247,120,127
23,00.23.50,155,89,66,371,181,190
23,00.23.51,355,231,124,1367,735,632
23,00.23.52,343,200,143,1318,678,640
24,00.24.01,654,322,332,1087,515,572
24,00.24.02,764,360,404,1262,594,668
24,00.24.03,319,156,163,633,332,301
24,00.24.04,698,363,335,1360,662,698
24,00.24.05,238,129,109,694,382,312
24,00.24.06,36,20,16,86,56,30
24,00.24.07,195,99,96,513,257,256
24,00.24.08,474,270,204,657,346,311
24,00.24.09,338,194,144,482,257,225
24,00.24.10,272,156,116,451,242,209
24,00.24.11,55,33,22,74,46,28
24,00.24.12,498,286,212,711,387,324
24,00.24.13,120,72,48,173,88,85
24,00.24.14,115,57,58,272,130,142
24,00.24.15,94,55,39,210,99,111
24,00.24.16,377,203,174,494,265,229
24,00.24.17,501,280,221,670,354,316
24,00.24.18,113,58,55,127,67,60
24,00.24.19,275,148,127,459,234,225
24,00.24.20,249,131,118,413,202,211
24,00.24.21,149,80,69,341,171,170
24,00.24.22,630,327,303,1185,613,572
24,00.24.23,59,34,25,101,45,56
24,00.24.24,366,176,190,757,369,388
24,00.24.25,128,76,52,316,169,147
24,00.24.26,182,93,89,381,182,199
24,00.24.27,36,31,5,29,22,7
24,00.24.28,161,81,80,413,204,209
24,00.24.29,307,163,144,697,367,330
24,00.24.30,64,34,30,163,91,72
24,00.24.31,55,30,25,298,148,150
24,00.24.32,567,317,250,681,360,321
24,00.24.33,34,21,13,37,20,17
24,00.24.34,28,19,9,23,10,13
24,00.24.35,132,63,69,233,102,131
24,00.24.36,125,59,66,254,128,126
24,00.24.37,152,86,66,261,144,117
24,00.24.38,216,102,114,475,227,248
24,00.24.39,357,191,166,701,348,353
24,00.24.40,117,60,57,192,99,93
24,00.24.41,51,31,20,56,30,26
24,00.24.42,154,90,64,285,157,128
24,00.24.43,497,299,198,1141,587,554
24,00.24.44,119,54,65,301,136,165
24,00.24.45,155,94,61,298,146,152
24,00.24.46,161,75,86,448,217,231
24,00.24.47,197,95,102,334,157,177
24,00.24.48,433,224,209,619,292,327
24,00.24.49,239,132,107,322,174,148
24,00.24.50,462,228,234,898,453,445
25,00.25.01,1242,618,624,2977,1423,1554
25,00.25.02,193,101,92,543,268,275
25,00.25.03,136,79,57,258,136,122
25,00.25.04,157,81,76,247,124,123
25,00.25.05,67,38,29,112,60,52
25,00.25.06,371,193,178,653,330,323
25,00.25.07,159,79,80,280,139,141
25,00.25.08,52,31,21,97,43,54
25,00.25.09,81,35,46,186,93,93
25,00.25.10,200,108,92,707,366,341
25,00.25.11,190,107,83,341,176,165
25,00.25.12,164,95,69,286,155,131
25,00.25.13,144,71,73,321,169,152
25,00.25.14,123,67,56,237,119,118
25,00.25.15,46,31,15,80,47,33
25,00.25.16,350,190,160,703,337,366
25,00.25.17,124,69,55,270,152,118
25,00.25.18,167,109,58,374,204,170
25,00.25.19,104,58,46,256,146,110
25,00.25.20,235,114,121,497,241,256
25,00.25.21,297,166,131,626,320,306
25,00.25.22,366,112,254,756,327,429
25,00.25.23,211,91,120,335,156,179
25,00.25.24,262,135,127,618,306,312
25,00.25.25,286,143,143,639,303,336
25,00.25.26,211,74,137,439,178,261
25,00.25.27,254,138,116,515,270,245
25,00.25.28,69,39,30,323,173,150
25,00.25.29,226,80,146,447,181,266
25,00.25.30,445,148,297,984,423,561
25,00.25.31,145,56,89,274,121,153
25,00.25.32,406,216,190,1072,515,557
25,00.25.33,276,152,124,418,216,202
25,00.25.34,380,158,222,792,308,484
25,00.25.35,243,141,102,389,205,184
